Rule: ('otc alterations permit', '2.0') ==> ('St',)	 , confidence: 0.752,lift: 1.081
Rule: ('5.0', '2.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.808,lift: 1.000
Rule: ('5.0', '2.0', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.808,lift: 1.000
Rule: ('', '5.0', '2.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.808,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.809,lift: 0.900
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.809,lift: 0.900
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', '8')	 , confidence: 0.809,lift: 0.900
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.809,lift: 0.900
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.809,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.809,lift: 1.480
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.809,lift: 0.900
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('5.0', '8')	 , confidence: 0.809,lift: 1.480
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.809,lift: 0.900
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.809,lift: 0.900
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.809,lift: 0.900
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', '5.0', '8')	 , confidence: 0.809,lift: 1.480
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('5.0', '8')	 , confidence: 0.809,lift: 1.480
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('', '8')	 , confidence: 0.809,lift: 0.900
Rule: ('', '5.0', '2.0', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 0.809,lift: 0.900
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.809,lift: 1.000
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.809,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.809,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.809,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', '5.0', 'otc alterations permit')	 , confidence: 0.809,lift: 1.000
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.809,lift: 1.480
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.809,lift: 0.900
Rule: ('', '5.0', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.809,lift: 0.900
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('', '5.0', '8', 'otc alterations permit')	 , confidence: 0.809,lift: 1.000
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.809,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.809,lift: 1.000
Rule: ('', '5.0', '2.0', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.809,lift: 1.000
Rule: ('constr type 1',) ==> ('8', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('constr type 1',) ==> ('otc alterations permit', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('constr type 1',) ==> ('', 'otc alterations permit', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('', 'constr type 1') ==> ('otc alterations permit', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('constr type 1',) ==> ('', '8', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('', 'constr type 1') ==> ('8', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('constr type 1',) ==> ('8', '2.0', '1.0')	 , confidence: 0.811,lift: 5.867
Rule: ('1.0', 'constr type 1') ==> ('8', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('constr type 1',) ==> ('otc alterations permit', '2.0', '1.0')	 , confidence: 0.811,lift: 5.867
Rule: ('1.0', 'constr type 1') ==> ('otc alterations permit', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('constr type 1',) ==> ('otc alterations permit', '2.0', '8')	 , confidence: 0.811,lift: 1.000
Rule: ('constr type 1',) ==> ('', 'otc alterations permit', '2.0', '8')	 , confidence: 0.811,lift: 1.000
Rule: ('', 'constr type 1') ==> ('otc alterations permit', '2.0', '8')	 , confidence: 0.811,lift: 1.000
Rule: ('constr type 1',) ==> ('', '8', '2.0', '1.0')	 , confidence: 0.811,lift: 1.000
Rule: ('', 'constr type 1') ==> ('8', '2.0', '1.0')	 , confidence: 0.811,lift: 5.867
Rule: ('1.0', 'constr type 1') ==> ('', '8', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('', '1.0', 'constr type 1') ==> ('8', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('constr type 1',) ==> ('', 'otc alterations permit', '2.0', '1.0')	 , confidence: 0.811,lift: 1.000
Rule: ('', 'constr type 1') ==> ('otc alterations permit', '2.0', '1.0')	 , confidence: 0.811,lift: 5.867
Rule: ('1.0', 'constr type 1') ==> ('', 'otc alterations permit', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('', '1.0', 'constr type 1') ==> ('otc alterations permit', '2.0')	 , confidence: 0.811,lift: 1.711
Rule: ('constr type 1',) ==> ('otc alterations permit', '2.0', '1.0', '8')	 , confidence: 0.811,lift: 1.000
Rule: ('1.0', 'constr type 1') ==> ('otc alterations permit', '2.0', '8')	 , confidence: 0.811,lift: 1.000
Rule: ('constr type 1',) ==> ('', 'otc alterations permit', '2.0', '1.0', '8')	 , confidence: 0.811,lift: 1.000
Rule: ('', 'constr type 1') ==> ('otc alterations permit', '2.0', '1.0', '8')	 , confidence: 0.811,lift: 1.000
Rule: ('1.0', 'constr type 1') ==> ('', 'otc alterations permit', '2.0', '8')	 , confidence: 0.811,lift: 1.000
Rule: ('', '1.0', 'constr type 1') ==> ('otc alterations permit', '2.0', '8')	 , confidence: 0.811,lift: 1.000
Rule: ('otc alterations permit', '1.0', 'St') ==> ('2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.053
Rule: ('8', '1.0', 'St') ==> ('2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.053
Rule: ('8', '1.0', 'St') ==> ('', '2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.053
Rule: ('', '8', '1.0', 'St') ==> ('2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.053
Rule: ('otc alterations permit', '1.0', 'St') ==> ('', '2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.053
Rule: ('', 'otc alterations permit', '1.0', 'St') ==> ('2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.053
Rule: ('otc alterations permit', '1.0', 'St') ==> ('8', '2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.876
Rule: ('8', '1.0', 'St') ==> ('otc alterations permit', '2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.876
Rule: ('otc alterations permit', '1.0', '8', 'St') ==> ('2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.053
Rule: ('otc alterations permit', '1.0', 'St') ==> ('', '8', '2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.876
Rule: ('8', '1.0', 'St') ==> ('', 'otc alterations permit', '2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.876
Rule: ('', 'otc alterations permit', '1.0', 'St') ==> ('8', '2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.876
Rule: ('', '8', '1.0', 'St') ==> ('otc alterations permit', '2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.876
Rule: ('otc alterations permit', '1.0', '8', 'St') ==> ('', '2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.053
Rule: ('', 'otc alterations permit', '1.0', '8', 'St') ==> ('2.0', 'constr type 1')	 , confidence: 0.816,lift: 6.053
Rule: ('5.0', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.817,lift: 1.587
Rule: ('5.0', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.817,lift: 1.587
Rule: ('5.0', 'St') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.817,lift: 1.587
Rule: ('5.0', '', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.817,lift: 1.587
Rule: ('5.0', 'St') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.817,lift: 1.000
Rule: ('5.0', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.817,lift: 1.587
Rule: ('5.0', '', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.817,lift: 1.587
Rule: ('5.0', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.817,lift: 1.000
Rule: ('5.0', '', 'St') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.817,lift: 1.000
Rule: ('St', 'constr type 1') ==> ('otc alterations permit', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('St', 'constr type 1') ==> ('8', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('constr type 1', 'St') ==> ('otc alterations permit', '2.0', '8')	 , confidence: 0.819,lift: 1.000
Rule: ('St', 'constr type 1') ==> ('otc alterations permit', '2.0', '1.0')	 , confidence: 0.819,lift: 5.919
Rule: ('St', '1.0', 'constr type 1') ==> ('otc alterations permit', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('constr type 1', 'St') ==> ('', '8', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('', 'constr type 1', 'St') ==> ('8', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('St', 'constr type 1') ==> ('8', '2.0', '1.0')	 , confidence: 0.819,lift: 5.919
Rule: ('St', '1.0', 'constr type 1') ==> ('8', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('St', 'constr type 1') ==> ('', 'otc alterations permit', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('', 'St', 'constr type 1') ==> ('otc alterations permit', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('constr type 1', 'St') ==> ('', '8', '2.0', '1.0')	 , confidence: 0.819,lift: 1.000
Rule: ('', 'constr type 1', 'St') ==> ('8', '2.0', '1.0')	 , confidence: 0.819,lift: 5.919
Rule: ('constr type 1', '1.0', 'St') ==> ('', '8', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('', 'constr type 1', '1.0', 'St') ==> ('8', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('St', 'constr type 1') ==> ('', 'otc alterations permit', '2.0', '8')	 , confidence: 0.819,lift: 1.000
Rule: ('', 'St', 'constr type 1') ==> ('otc alterations permit', '2.0', '8')	 , confidence: 0.819,lift: 1.000
Rule: ('constr type 1', 'St') ==> ('', 'otc alterations permit', '2.0', '1.0')	 , confidence: 0.819,lift: 1.000
Rule: ('', 'constr type 1', 'St') ==> ('otc alterations permit', '2.0', '1.0')	 , confidence: 0.819,lift: 5.919
Rule: ('constr type 1', '1.0', 'St') ==> ('', 'otc alterations permit', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('', 'constr type 1', '1.0', 'St') ==> ('otc alterations permit', '2.0')	 , confidence: 0.819,lift: 1.726
Rule: ('St', 'constr type 1') ==> ('otc alterations permit', '2.0', '1.0', '8')	 , confidence: 0.819,lift: 1.000
Rule: ('St', '1.0', 'constr type 1') ==> ('otc alterations permit', '2.0', '8')	 , confidence: 0.819,lift: 1.000
Rule: ('St', 'constr type 1') ==> ('', 'otc alterations permit', '2.0', '1.0', '8')	 , confidence: 0.819,lift: 1.000
Rule: ('', 'St', 'constr type 1') ==> ('otc alterations permit', '2.0', '1.0', '8')	 , confidence: 0.819,lift: 1.000
Rule: ('St', '1.0', 'constr type 1') ==> ('', 'otc alterations permit', '2.0', '8')	 , confidence: 0.819,lift: 1.000
Rule: ('', 'St', '1.0', 'constr type 1') ==> ('otc alterations permit', '2.0', '8')	 , confidence: 0.819,lift: 1.000
Rule: ('constr type 1',) ==> ('2.0', 'St')	 , confidence: 0.823,lift: 1.940
Rule: ('constr type 1',) ==> ('2.0', '1.0', 'St')	 , confidence: 0.823,lift: 6.508
Rule: ('1.0', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.823,lift: 1.940
Rule: ('constr type 1',) ==> ('', '2.0', 'St')	 , confidence: 0.823,lift: 1.940
Rule: ('', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.823,lift: 1.940
Rule: ('constr type 1',) ==> ('', '2.0', '1.0', 'St')	 , confidence: 0.823,lift: 1.000
Rule: ('', 'constr type 1') ==> ('2.0', '1.0', 'St')	 , confidence: 0.823,lift: 6.508
Rule: ('1.0', 'constr type 1') ==> ('', '2.0', 'St')	 , confidence: 0.823,lift: 1.940
Rule: ('', '1.0', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.823,lift: 1.940
Rule: ('otc alterations permit', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('8', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('otc alterations permit', 'constr type 1') ==> ('8', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('8', 'constr type 1') ==> ('otc alterations permit', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('otc alterations permit', 'constr type 1', '8') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('otc alterations permit', 'constr type 1') ==> ('2.0', '1.0', 'St')	 , confidence: 0.824,lift: 6.513
Rule: ('otc alterations permit', '1.0', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('8', 'constr type 1') ==> ('', '2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('', '8', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('8', 'constr type 1') ==> ('2.0', '1.0', 'St')	 , confidence: 0.824,lift: 6.513
Rule: ('8', '1.0', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('otc alterations permit', 'constr type 1') ==> ('', '2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('', 'otc alterations permit', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('8', 'constr type 1') ==> ('', '2.0', '1.0', 'St')	 , confidence: 0.824,lift: 1.000
Rule: ('', '8', 'constr type 1') ==> ('2.0', '1.0', 'St')	 , confidence: 0.824,lift: 6.513
Rule: ('8', '1.0', 'constr type 1') ==> ('', '2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('', '8', '1.0', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('otc alterations permit', 'constr type 1') ==> ('', '8', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('8', 'constr type 1') ==> ('', 'otc alterations permit', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('', 'otc alterations permit', 'constr type 1') ==> ('8', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('', '8', 'constr type 1') ==> ('otc alterations permit', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('otc alterations permit', '8', 'constr type 1') ==> ('', '2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('', 'otc alterations permit', '8', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('otc alterations permit', 'constr type 1') ==> ('', '2.0', '1.0', 'St')	 , confidence: 0.824,lift: 1.000
Rule: ('', 'otc alterations permit', 'constr type 1') ==> ('2.0', '1.0', 'St')	 , confidence: 0.824,lift: 6.513
Rule: ('otc alterations permit', '1.0', 'constr type 1') ==> ('', '2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('', 'otc alterations permit', '1.0', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('otc alterations permit', 'constr type 1') ==> ('8', '2.0', '1.0', 'St')	 , confidence: 0.824,lift: 1.000
Rule: ('8', 'constr type 1') ==> ('otc alterations permit', '2.0', '1.0', 'St')	 , confidence: 0.824,lift: 1.000
Rule: ('otc alterations permit', '1.0', 'constr type 1') ==> ('8', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('8', '1.0', 'constr type 1') ==> ('otc alterations permit', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('otc alterations permit', '8', 'constr type 1') ==> ('2.0', '1.0', 'St')	 , confidence: 0.824,lift: 6.513
Rule: ('otc alterations permit', '1.0', '8', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('otc alterations permit', 'constr type 1') ==> ('', '8', '2.0', '1.0', 'St')	 , confidence: 0.824,lift: 1.000
Rule: ('8', 'constr type 1') ==> ('', 'otc alterations permit', '2.0', '1.0', 'St')	 , confidence: 0.824,lift: 1.000
Rule: ('', 'otc alterations permit', 'constr type 1') ==> ('8', '2.0', '1.0', 'St')	 , confidence: 0.824,lift: 1.000
Rule: ('', '8', 'constr type 1') ==> ('otc alterations permit', '2.0', '1.0', 'St')	 , confidence: 0.824,lift: 1.000
Rule: ('otc alterations permit', '1.0', 'constr type 1') ==> ('', '8', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('8', '1.0', 'constr type 1') ==> ('', 'otc alterations permit', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('otc alterations permit', '8', 'constr type 1') ==> ('', '2.0', '1.0', 'St')	 , confidence: 0.824,lift: 1.000
Rule: ('', 'otc alterations permit', '1.0', 'constr type 1') ==> ('8', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('', '8', '1.0', 'constr type 1') ==> ('otc alterations permit', '2.0', 'St')	 , confidence: 0.824,lift: 2.310
Rule: ('', 'otc alterations permit', '8', 'constr type 1') ==> ('2.0', '1.0', 'St')	 , confidence: 0.824,lift: 6.513
Rule: ('otc alterations permit', '1.0', '8', 'constr type 1') ==> ('', '2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('', 'otc alterations permit', '1.0', '8', 'constr type 1') ==> ('2.0', 'St')	 , confidence: 0.824,lift: 1.941
Rule: ('1.0', 'St') ==> ('2.0', 'constr type 1')	 , confidence: 0.824,lift: 6.111
Rule: ('1.0', 'St') ==> ('', '2.0', 'constr type 1')	 , confidence: 0.824,lift: 6.111
Rule: ('', '1.0', 'St') ==> ('2.0', 'constr type 1')	 , confidence: 0.824,lift: 6.111
Rule: ('5.0', 'issued', 'St') ==> ('wood frame (5)',)	 , confidence: 0.828,lift: 1.422
Rule: ('5.0', 'issued', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.828,lift: 1.422
Rule: ('', '5.0', 'St', 'issued') ==> ('wood frame (5)',)	 , confidence: 0.828,lift: 1.422
Rule: ('2.0',) ==> ('otc alterations permit',)	 , confidence: 0.830,lift: 0.923
Rule: ('2.0',) ==> ('8',)	 , confidence: 0.830,lift: 0.923
Rule: ('2.0',) ==> ('8', 'otc alterations permit')	 , confidence: 0.830,lift: 0.923
Rule: ('2.0',) ==> ('', 'otc alterations permit')	 , confidence: 0.830,lift: 0.923
Rule: ('', '2.0') ==> ('otc alterations permit',)	 , confidence: 0.830,lift: 0.923
Rule: ('2.0',) ==> ('', '8')	 , confidence: 0.830,lift: 0.923
Rule: ('', '2.0') ==> ('8',)	 , confidence: 0.830,lift: 0.923
Rule: ('2.0',) ==> ('', 'otc alterations permit', '8')	 , confidence: 0.830,lift: 1.000
Rule: ('', '2.0') ==> ('otc alterations permit', '8')	 , confidence: 0.830,lift: 1.000
Rule: ('8', '8.0') ==> ('St',)	 , confidence: 0.834,lift: 1.199
Rule: ('8.0', 'otc alterations permit') ==> ('St',)	 , confidence: 0.834,lift: 1.199
Rule: ('8.0', 'otc alterations permit') ==> ('8', 'St')	 , confidence: 0.834,lift: 1.333
Rule: ('8.0', '8') ==> ('otc alterations permit', 'St')	 , confidence: 0.834,lift: 1.333
Rule: ('8.0', '8', 'otc alterations permit') ==> ('St',)	 , confidence: 0.834,lift: 1.199
Rule: ('8.0', '8') ==> ('', 'St')	 , confidence: 0.834,lift: 1.199
Rule: ('', '8.0', '8') ==> ('St',)	 , confidence: 0.834,lift: 1.199
Rule: ('8.0', 'otc alterations permit') ==> ('', 'St')	 , confidence: 0.834,lift: 1.199
Rule: ('', '8.0', 'otc alterations permit') ==> ('St',)	 , confidence: 0.834,lift: 1.199
Rule: ('8.0', 'otc alterations permit') ==> ('', '8', 'St')	 , confidence: 0.834,lift: 1.333
Rule: ('8.0', '8') ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.834,lift: 1.333
Rule: ('', '8.0', 'otc alterations permit') ==> ('8', 'St')	 , confidence: 0.834,lift: 1.333
Rule: ('', '8.0', '8') ==> ('otc alterations permit', 'St')	 , confidence: 0.834,lift: 1.333
Rule: ('8.0', '8', 'otc alterations permit') ==> ('', 'St')	 , confidence: 0.834,lift: 1.199
Rule: ('', '8.0', '8', 'otc alterations permit') ==> ('St',)	 , confidence: 0.834,lift: 1.199
Rule: ('8.0',) ==> ('St',)	 , confidence: 0.835,lift: 1.200
Rule: ('8.0',) ==> ('', 'St')	 , confidence: 0.835,lift: 1.200
Rule: ('', '8.0') ==> ('St',)	 , confidence: 0.835,lift: 1.200
Rule: ('5.0',) ==> ('8', 'wood frame (5)')	 , confidence: 0.835,lift: 1.624
Rule: ('5.0',) ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.835,lift: 1.624
Rule: ('5.0',) ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.835,lift: 1.624
Rule: ('5.0', '') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.835,lift: 1.624
Rule: ('5.0',) ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.835,lift: 1.000
Rule: ('5.0',) ==> ('', '8', 'wood frame (5)')	 , confidence: 0.835,lift: 1.624
Rule: ('', '5.0') ==> ('8', 'wood frame (5)')	 , confidence: 0.835,lift: 1.624
Rule: ('5.0',) ==> ('', 'otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.835,lift: 1.000
Rule: ('5.0', '') ==> ('otc alterations permit', 'wood frame (5)', '8')	 , confidence: 0.835,lift: 1.000
Rule: ('6.0',) ==> ('otc alterations permit', 'St')	 , confidence: 0.837,lift: 1.337
Rule: ('6.0',) ==> ('8', 'St')	 , confidence: 0.837,lift: 1.337
Rule: ('6.0',) ==> ('8', 'St', 'otc alterations permit')	 , confidence: 0.837,lift: 1.000
Rule: ('6.0',) ==> ('', '8', 'St')	 , confidence: 0.837,lift: 1.337
Rule: ('', '6.0') ==> ('8', 'St')	 , confidence: 0.837,lift: 1.337
Rule: ('6.0',) ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.837,lift: 1.337
Rule: ('', '6.0') ==> ('otc alterations permit', 'St')	 , confidence: 0.837,lift: 1.337
Rule: ('6.0',) ==> ('', 'otc alterations permit', '8', 'St')	 , confidence: 0.837,lift: 1.337
Rule: ('', '6.0') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.837,lift: 1.337
Rule: ('issued', '2.0') ==> ('otc alterations permit',)	 , confidence: 0.837,lift: 0.931
Rule: ('issued', '2.0') ==> ('8',)	 , confidence: 0.837,lift: 0.931
